13950726,Monday,0
13950727,Tuesday,0
13950728,Wednesday,0
13950729,Thursday,1
13950730,Friday,1
13950801,Saturday,0
13950802,Sunday,0
13950803,Monday,0
13950804,Tuesday,0
13950805,Wednesday,0
13950806,Thursday,1
13950807,Friday,1
13950808,Saturday,0
13950809,Sunday,0
13950810,Monday,0
13950811,Tuesday,0
13950812,Wednesday,0
13950813,Thursday,1
13950814,Friday,1
13950815,Saturday,0
13950816,Sunday,0
13950817,Monday,0
13950818,Tuesday,0
13950819,Wednesday,0
13950820,Thursday,1
13950821,Friday,1
13950822,Saturday,0
13950823,Sunday,0
13950824,Monday,0
13950825,Tuesday,0
13950826,Wednesday,0
13950827,Thursday,1
13950828,Friday,1
13950829,Saturday,0
13950830,Sunday,1
13950901,Monday,0
13950902,Tuesday,0
13950903,Wednesday,0
13950904,Thursday,1
13950905,Friday,1
13950906,Saturday,0
13950907,Sunday,0
13950908,Monday,1
13950909,Tuesday,0
13950910,Wednesday,1
13950911,Thursday,1
13950912,Friday,1
13950913,Saturday,0
13950914,Sunday,0
13950915,Monday,0
13950916,Tuesday,0
13950917,Wednesday,0
13950918,Thursday,1
13950919,Friday,1
13950920,Saturday,0
13950921,Sunday,0
13950922,Monday,0
13950923,Tuesday,0
13950924,Wednesday,0
13950925,Thursday,1
13950926,Friday,1
13950927,Saturday,1
13950928,Sunday,0
13950929,Monday,0
13950930,Tuesday,0
13951001,Wednesday,0
13951002,Thursday,1
13951003,Friday,1
13951004,Saturday,0
13951005,Sunday,0
13951006,Monday,0
13951007,Tuesday,0
13951008,Wednesday,0
13951009,Thursday,1
13951010,Friday,1
13951011,Saturday,0
13951012,Sunday,0
13951013,Monday,0
13951014,Tuesday,0
13951015,Wednesday,0
13951016,Thursday,1
13951017,Friday,1
13951018,Saturday,0
13951019,Sunday,0
13951020,Monday,0
13951021,Tuesday,0
13951022,Wednesday,0
13951023,Thursday,1
13951024,Friday,1
13951025,Saturday,0
13951026,Sunday,0
13951027,Monday,0
13951028,Tuesday,0
13951029,Wednesday,0
13951030,Thursday,1
13951101,Friday,1
13951102,Saturday,0
13951103,Sunday,0
13951104,Monday,0
13951105,Tuesday,0
13951106,Wednesday,0
13951107,Thursday,1
13951108,Friday,1
13951109,Saturday,0
13951110,Sunday,0
13951111,Monday,0
13951112,Tuesday,0
13951113,Wednesday,0
13951114,Thursday,1
13951115,Friday,1
13951116,Saturday,0
13951117,Sunday,0
13951118,Monday,0
13951119,Tuesday,0
13951120,Wednesday,0
13951121,Thursday,1
13951122,Friday,1
13951123,Saturday,0
13951124,Sunday,0
13951125,Monday,0
13951126,Tuesday,0
13951127,Wednesday,0
13951128,Thursday,1
13951129,Friday,1
13951130,Saturday,0
13951201,Sunday,0
13951202,Monday,0
13951203,Tuesday,0
13951204,Wednesday,0
13951205,Thursday,1
13951206,Friday,1
13951207,Saturday,0
13951208,Sunday,0
13951209,Monday,0
13951210,Tuesday,0
13951211,Wednesday,0
13951212,Thursday,1
13951213,Friday,1
13951214,Saturday,0
13951215,Sunday,0
13951216,Monday,0
13951217,Tuesday,0
13951218,Wednesday,0
13951219,Thursday,1
13951220,Friday,1
13951221,Saturday,0
13951222,Sunday,0
13951223,Monday,0
13951224,Tuesday,0
13951225,Wednesday,0
13951226,Thursday,1
13951227,Friday,1
13951228,Saturday,1
13951229,Sunday,1
13951230,Monday,1
13960101,Tuesday,1
13960102,Wednesday,1
13960103,Thursday,1
13960104,Friday,1
13960105,Saturday,0
13960106,Sunday,0
13960107,Monday,0
13960108,Tuesday,0
13960109,Wednesday,0
13960110,Thursday,1
13960111,Friday,1
13960112,Saturday,1
13960113,Sunday,1
13960114,Monday,0
13960115,Tuesday,0
13960116,Wednesday,0
13960117,Thursday,1
13960118,Friday,1
13960119,Saturday,0
13960120,Sunday,0
13960121,Monday,1
13960122,Tuesday,0
13960123,Wednesday,0
13960124,Thursday,1
13960125,Friday,1
13960126,Saturday,0
13960127,Sunday,0
13960128,Monday,0
13960129,Tuesday,0
13960130,Wednesday,0
13960131,Thursday,1
13960201,Friday,1
13960202,Saturday,0
13960203,Sunday,0
13960204,Monday,1
13960205,Tuesday,0
13960206,Wednesday,0
13960207,Thursday,1
13960208,Friday,1
13960209,Saturday,0
13960210,Sunday,0
13960211,Monday,0
13960212,Tuesday,0
13960213,Wednesday,0
13960214,Thursday,1
13960215,Friday,1
13960216,Saturday,0
13960217,Sunday,0
13960218,Monday,0
13960219,Tuesday,0
13960220,Wednesday,0
13960221,Thursday,1
13960222,Friday,1
13960223,Saturday,0
13960224,Sunday,0
13960225,Monday,0
13960226,Tuesday,0
13960227,Wednesday,0
13960228,Thursday,1
13960229,Friday,1
13960230,Saturday,0
13960231,Sunday,0
13960301,Monday,0
13960302,Tuesday,0
13960303,Wednesday,0
13960304,Thursday,1
13960305,Friday,1
13960306,Saturday,0
13960307,Sunday,0
13960308,Monday,0
13960309,Tuesday,0
13960310,Wednesday,0
13960311,Thursday,1
13960312,Friday,1
13960313,Saturday,0
13960314,Sunday,1
13960315,Monday,1
13960316,Tuesday,0
13960317,Wednesday,0
13960318,Thursday,1
13960319,Friday,1
13960320,Saturday,0
13960321,Sunday,0
13960322,Monday,0
13960323,Tuesday,0
13960324,Wednesday,0
13960325,Thursday,1
13960326,Friday,1
13960327,Saturday,0
13960328,Sunday,0
13960329,Monday,0
13960330,Tuesday,0
13960331,Wednesday,0
13960401,Thursday,1
13960402,Friday,1
13960403,Saturday,0
13960404,Sunday,1
13960405,Monday,1
13960406,Tuesday,0
13960407,Wednesday,0
13960408,Thursday,1
13960409,Friday,1
13960410,Saturday,0
13960411,Sunday,0
13960412,Monday,0
13960413,Tuesday,0
13960414,Wednesday,0
13960415,Thursday,1
13960416,Friday,1
13960417,Saturday,0
13960418,Sunday,0
13960419,Monday,0
13960420,Tuesday,0
13960421,Wednesday,0
13960422,Thursday,1
13960423,Friday,1
13960424,Saturday,0
13960425,Sunday,0
13960426,Monday,0
13960427,Tuesday,0
13960428,Wednesday,1
13960429,Thursday,1
13960430,Friday,1
13960431,Saturday,0
13960501,Sunday,0
13960502,Monday,0
13960503,Tuesday,0
13960504,Wednesday,0
13960505,Thursday,1
13960506,Friday,1
13960507,Saturday,0
13960508,Sunday,0
13960509,Monday,0
13960510,Tuesday,0
13960511,Wednesday,0
13960512,Thursday,1
13960513,Friday,1
13960514,Saturday,0
13960515,Sunday,0
13960516,Monday,0
13960517,Tuesday,0
13960518,Wednesday,0
13960519,Thursday,1
13960520,Friday,1
13960521,Saturday,0
13960522,Sunday,0
13960523,Monday,0
13960524,Tuesday,0
13960525,Wednesday,0
13960526,Thursday,1
13960527,Friday,1
13960528,Saturday,0
13960529,Sunday,0
13960530,Monday,0
13960531,Tuesday,0
13960601,Wednesday,0
13960602,Thursday,1
13960603,Friday,1
13960604,Saturday,0
13960605,Sunday,0
13960606,Monday,0
13960607,Tuesday,0
13960608,Wednesday,0
13960609,Thursday,1
13960610,Friday,1
13960611,Saturday,0
13960612,Sunday,0
13960613,Monday,0
13960614,Tuesday,0
13960615,Wednesday,0
13960616,Thursday,1
13960617,Friday,1
13960618,Saturday,1
13960619,Sunday,0
13960620,Monday,0
13960621,Tuesday,0
13960622,Wednesday,0
13960623,Thursday,1
13960624,Friday,1
13960625,Saturday,0
13960626,Sunday,0
13960627,Monday,0
13960628,Tuesday,0
13960629,Wednesday,0
13960630,Thursday,1
13960631,Friday,1
13960701,Saturday,0
13960702,Sunday,0
13960703,Monday,0
13960704,Tuesday,0
13960705,Wednesday,0
13960706,Thursday,1
13960707,Friday,1
13960708,Saturday,1
13960709,Sunday,1
13960710,Monday,0
13960711,Tuesday,0
13960712,Wednesday,0
13960713,Thursday,1
13960714,Friday,1
13960715,Saturday,0
13960716,Sunday,0
13960717,Monday,0
13960718,Tuesday,0
13960719,Wednesday,0
13960720,Thursday,1
13960721,Friday,1
13960722,Saturday,0
13960723,Sunday,0
13960724,Monday,0
13960725,Tuesday,0
13960726,Wednesday,0
13960727,Thursday,1
13960728,Friday,1
13960729,Saturday,0
13960730,Sunday,0
13960801,Monday,0
13960802,Tuesday,0
13960803,Wednesday,0
13960804,Thursday,1
13960805,Friday,1
13960806,Saturday,0
13960807,Sunday,0
13960808,Monday,0
13960809,Tuesday,0
13960810,Wednesday,0
13960811,Thursday,1
13960812,Friday,1
13960813,Saturday,0
13960814,Sunday,0
13960815,Monday,0
13960816,Tuesday,0
13960817,Wednesday,0
13960818,Thursday,1
13960819,Friday,1
13960820,Saturday,0
13960821,Sunday,0
13960822,Monday,0
13960823,Tuesday,0
13960824,Wednesday,0
13960825,Thursday,1
13960826,Friday,1
13960827,Saturday,0
13960828,Sunday,1
13960829,Monday,0
13960830,Tuesday,0
13960901,Wednesday,0
13960902,Thursday,1
13960903,Friday,1
13960904,Saturday,0
13960905,Sunday,0
13960906,Monday,1
13960907,Tuesday,0
13960908,Wednesday,0
13960909,Thursday,1
13960910,Friday,1
13960911,Saturday,0
13960912,Sunday,0
13960913,Monday,0
13960914,Tuesday,0
13960915,Wednesday,1
13960916,Thursday,1
13960917,Friday,1
13960918,Saturday,0
13960919,Sunday,0
13960920,Monday,0
13960921,Tuesday,0
13960922,Wednesday,0
13960923,Thursday,1
13960924,Friday,1
13960925,Saturday,0
13960926,Sunday,0
13960927,Monday,0
13960928,Tuesday,0
13960929,Wednesday,0
13960930,Thursday,1
13961001,Friday,1
13961002,Saturday,0
13961003,Sunday,0
13961004,Monday,0
13961005,Tuesday,0
13961006,Wednesday,0
13961007,Thursday,1
13961008,Friday,1
13961009,Saturday,0
13961010,Sunday,0
13961011,Monday,0
13961012,Tuesday,0
13961013,Wednesday,0
13961014,Thursday,1
13961015,Friday,1
13961016,Saturday,0
13961017,Sunday,0
13961018,Monday,0
13961019,Tuesday,0
13961020,Wednesday,0
13961021,Thursday,1
13961022,Friday,1
13961023,Saturday,0
13961024,Sunday,0
13961025,Monday,0
13961026,Tuesday,0
13961027,Wednesday,0
13961028,Thursday,1
13961029,Friday,1
13961030,Saturday,0
13961101,Sunday,0
13961102,Monday,0
13961103,Tuesday,0
13961104,Wednesday,0
13961105,Thursday,1
13961106,Friday,1
13961107,Saturday,0
13961108,Sunday,0
13961109,Monday,0
13961110,Tuesday,0
13961111,Wednesday,0
13961112,Thursday,1
13961113,Friday,1
13961114,Saturday,0
13961115,Sunday,0
13961116,Monday,0
13961117,Tuesday,0
13961118,Wednesday,0
13961119,Thursday,1
13961120,Friday,1
13961121,Saturday,0
13961122,Sunday,1
13961123,Monday,0
13961124,Tuesday,0
13961125,Wednesday,0
13961126,Thursday,1
13961127,Friday,1
13961128,Saturday,0
13961129,Sunday,0
13961130,Monday,1
13961201,Tuesday,0
13961202,Wednesday,0
13961203,Thursday,1
13961204,Friday,1
13961205,Saturday,0
13961206,Sunday,0
13961207,Monday,0
13961208,Tuesday,0
13961209,Wednesday,0
13961210,Thursday,1
13961211,Friday,1
13961212,Saturday,0
13961213,Sunday,0
13961214,Monday,0
13961215,Tuesday,0
13961216,Wednesday,0
13961217,Thursday,1
13961218,Friday,1
13961219,Saturday,0
13961220,Sunday,0
13961221,Monday,0
13961222,Tuesday,0
13961223,Wednesday,0
13961224,Thursday,1
13961225,Friday,1
13961226,Saturday,0
13961227,Sunday,1
13961228,Monday,1
13961229,Tuesday,1
13970101,Wednesday,1
13970102,Thursday,1
13970103,Friday,1
13970104,Saturday,1
13970105,Sunday,0
13970106,Monday,0
13970107,Tuesday,0
13970108,Wednesday,0
13970109,Thursday,1
13970110,Friday,1
13970111,Saturday,0
13970112,Sunday,1
13970113,Monday,1
13970114,Tuesday,0
13970115,Wednesday,0
13970116,Thursday,1
13970117,Friday,1
13970118,Saturday,0
13970119,Sunday,0
13970120,Monday,0
13970121,Tuesday,0
13970122,Wednesday,0
13970123,Thursday,1
13970124,Friday,1
13970125,Saturday,0
13970126,Sunday,0
13970127,Monday,0
13970128,Tuesday,0
13970129,Wednesday,0
13970130,Thursday,1
13970131,Friday,1
13970201,Saturday,0
13970202,Sunday,0
13970203,Monday,0
13970204,Tuesday,0
13970205,Wednesday,0
13970206,Thursday,1
13970207,Friday,1
13970208,Saturday,0
13970209,Sunday,0
13970210,Monday,1
13970211,Tuesday,0
13970212,Wednesday,0
13970213,Thursday,1
13970214,Friday,1
13970215,Saturday,0
13970216,Sunday,0
13970217,Monday,0
13970218,Tuesday,0
13970219,Wednesday,0
13970220,Thursday,1
13970221,Friday,1
13970222,Saturday,0
13970223,Sunday,0
13970224,Monday,0
13970225,Tuesday,0
13970226,Wednesday,0
13970227,Thursday,1
13970228,Friday,1
13970229,Saturday,0
13970230,Sunday,0
13970231,Monday,0
13970301,Tuesday,0
13970302,Wednesday,0
13970303,Thursday,1
13970304,Friday,1
13970305,Saturday,0
13970306,Sunday,0
13970307,Monday,0
13970308,Tuesday,0
13970309,Wednesday,0
13970310,Thursday,1
13970311,Friday,1
13970312,Saturday,0
13970313,Sunday,0
13970314,Monday,1
13970315,Tuesday,1
13970316,Wednesday,0
13970317,Thursday,1
13970318,Friday,1
13970319,Saturday,0
13970320,Sunday,0
13970321,Monday,0
13970322,Tuesday,0
13970323,Wednesday,1
13970324,Thursday,1
13970325,Friday,1
13970326,Saturday,0
13970327,Sunday,0
13970328,Monday,0
13970329,Tuesday,0
13970330,Wednesday,0
13970331,Thursday,1
13970401,Friday,1
13970402,Saturday,0
13970403,Sunday,0
13970404,Monday,0
13970405,Tuesday,0
13970406,Wednesday,0
13970407,Thursday,1
13970408,Friday,1
13970409,Saturday,0
13970410,Sunday,0
13970411,Monday,0
13970412,Tuesday,0
13970413,Wednesday,0
13970414,Thursday,1
13970415,Friday,1
13970416,Saturday,1
13970417,Sunday,0
13970418,Monday,0
13970419,Tuesday,0
13970420,Wednesday,0
13970421,Thursday,1
13970422,Friday,1
13970423,Saturday,0
13970424,Sunday,0
13970425,Monday,0
13970426,Tuesday,0
13970427,Wednesday,0
13970428,Thursday,1
13970429,Friday,1
13970430,Saturday,0
13970431,Sunday,0
13970501,Monday,0
13970502,Tuesday,0
13970503,Wednesday,0
13970504,Thursday,1
13970505,Friday,1
13970506,Saturday,0
13970507,Sunday,0
13970508,Monday,0
13970509,Tuesday,0
13970510,Wednesday,0
13970511,Thursday,1
13970512,Friday,1
13970513,Saturday,0
13970514,Sunday,0
13970515,Monday,0
13970516,Tuesday,0
13970517,Wednesday,0
13970518,Thursday,1
13970519,Friday,1
13970520,Saturday,0
13970521,Sunday,0
13970522,Monday,0
13970523,Tuesday,0
13970524,Wednesday,0
13970525,Thursday,1
13970526,Friday,1
13970527,Saturday,0
13970528,Sunday,0
13970529,Monday,1
13970530,Tuesday,0
13970531,Wednesday,0
13970601,Thursday,1
13970602,Friday,1
13970603,Saturday,0
13970604,Sunday,0
13970605,Monday,0
13970606,Tuesday,1
13970607,Wednesday,0
13970608,Thursday,1
13970609,Friday,1
13970610,Saturday,0
13970611,Sunday,0
13970612,Monday,0
13970613,Tuesday,0
13970614,Wednesday,0
13970615,Thursday,1
13970616,Friday,1
13970617,Saturday,0
13970618,Sunday,0
13970619,Monday,0
13970620,Tuesday,0
13970621,Wednesday,0
13970622,Thursday,1
13970623,Friday,1
13970624,Saturday,0
13970625,Sunday,0
13970626,Monday,0
13970627,Tuesday,1
13970628,Wednesday,1
13970629,Thursday,1
13970630,Friday,1
13970631,Saturday,0
13970701,Sunday,0
13970702,Monday,0
13970703,Tuesday,0
13970704,Wednesday,0
13970705,Thursday,1
13970706,Friday,1
13970707,Saturday,0
13970708,Sunday,0
13970709,Monday,0
13970710,Tuesday,0
13970711,Wednesday,0
13970712,Thursday,1
13970713,Friday,1
13970714,Saturday,0
13970715,Sunday,0
13970716,Monday,0
13970717,Tuesday,0
13970718,Wednesday,0
13970719,Thursday,1
13970720,Friday,1
13970721,Saturday,0
13970722,Sunday,0
13970723,Monday,0
13970724,Tuesday,0
13970725,Wednesday,0
13970726,Thursday,1
13970727,Friday,1
13970728,Saturday,0
13970729,Sunday,0
13970730,Monday,0
13970801,Tuesday,0
13970802,Wednesday,0
13970803,Thursday,1
13970804,Friday,1
13970805,Saturday,0
13970806,Sunday,0
13970807,Monday,1
13970808,Tuesday,0
13970809,Wednesday,0
13970810,Thursday,1
13970811,Friday,1
13970812,Saturday,0
13970813,Sunday,0
13970814,Monday,0
13970815,Tuesday,1
13970816,Wednesday,1
13970817,Thursday,1
13970818,Friday,1
13970819,Saturday,0
13970820,Sunday,0
13970821,Monday,0
13970822,Tuesday,0
13970823,Wednesday,0
13970824,Thursday,1
13970825,Friday,1
13970826,Saturday,0
13970827,Sunday,0
13970828,Monday,0
13970829,Tuesday,0
13970830,Wednesday,0
13970901,Thursday,1
13970902,Friday,1
13970903,Saturday,1
13970904,Sunday,0
13970905,Monday,0
13970906,Tuesday,0
13970907,Wednesday,0
13970908,Thursday,1
13970909,Friday,1
13970910,Saturday,0
13970911,Sunday,0
13970912,Monday,0
13970913,Tuesday,0
13970914,Wednesday,0
13970915,Thursday,1
13970916,Friday,1
13970917,Saturday,0
13970918,Sunday,0
13970919,Monday,0
13970920,Tuesday,0
13970921,Wednesday,0
13970922,Thursday,1
13970923,Friday,1
13970924,Saturday,0
13970925,Sunday,0
13970926,Monday,0
13970927,Tuesday,0
13970928,Wednesday,0
13970929,Thursday,1
13970930,Friday,1
13971001,Saturday,0
13971002,Sunday,0
13971003,Monday,0
13971004,Tuesday,0
13971005,Wednesday,0
13971006,Thursday,1
13971007,Friday,1
13971008,Saturday,0
13971009,Sunday,0
13971010,Monday,0
13971011,Tuesday,0
13971012,Wednesday,0
13971013,Thursday,1
13971014,Friday,1
13971015,Saturday,0
13971016,Sunday,0
13971017,Monday,0
13971018,Tuesday,0
13971019,Wednesday,0
13971020,Thursday,1
13971021,Friday,1
13971022,Saturday,0
13971023,Sunday,0
13971024,Monday,0
13971025,Tuesday,0
13971026,Wednesday,0
13971027,Thursday,1
13971028,Friday,1
13971029,Saturday,0
13971030,Sunday,0
13971101,Monday,0
13971102,Tuesday,0
13971103,Wednesday,0
13971104,Thursday,1
13971105,Friday,1
13971106,Saturday,0
13971107,Sunday,0
13971108,Monday,0
13971109,Tuesday,0
13971110,Wednesday,0
13971111,Thursday,1
13971112,Friday,1
13971113,Saturday,0
13971114,Sunday,0
13971115,Monday,0
13971116,Tuesday,0
13971117,Wednesday,0
13971118,Thursday,1
13971119,Friday,1
13971120,Saturday,0
13971121,Sunday,0
13971122,Monday,1
13971123,Tuesday,0
13971124,Wednesday,0
13971125,Thursday,1
13971126,Friday,1
13971127,Saturday,0
13971128,Sunday,0
13971129,Monday,0
13971130,Tuesday,0
13971201,Wednesday,0
13971202,Thursday,1
13971203,Friday,1
13971204,Saturday,0
13971205,Sunday,0
13971206,Monday,0
13971207,Tuesday,0
13971208,Wednesday,0
13971209,Thursday,1
13971210,Friday,1
13971211,Saturday,0
13971212,Sunday,0
13971213,Monday,0
13971214,Tuesday,0
13971215,Wednesday,0
13971216,Thursday,1
13971217,Friday,1
13971218,Saturday,0
13971219,Sunday,0
13971220,Monday,0
13971221,Tuesday,0
13971222,Wednesday,0
13971223,Thursday,1
13971224,Friday,1
13971225,Saturday,0
13971226,Sunday,0
13971227,Monday,1
13971228,Tuesday,1
13971229,Wednesday,1
13980101,Thursday,1
13980102,Friday,1
13980103,Saturday,1
13980104,Sunday,1
13980105,Monday,0
13980106,Tuesday,0
13980107,Wednesday,0
13980108,Thursday,1
13980109,Friday,1
13980110,Saturday,0
13980111,Sunday,0
13980112,Monday,1
13980113,Tuesday,1
13980114,Wednesday,1
13980115,Thursday,1
13980116,Friday,1
13980117,Saturday,0
13980118,Sunday,0
13980119,Monday,0
13980120,Tuesday,0
13980121,Wednesday,0
13980122,Thursday,1
13980123,Friday,1
13980124,Saturday,0
13980125,Sunday,0
13980126,Monday,0
13980127,Tuesday,0
13980128,Wednesday,0
13980129,Thursday,1
13980130,Friday,1
13980131,Saturday,1
13980201,Sunday,0
13980202,Monday,0
13980203,Tuesday,0
13980204,Wednesday,0
13980205,Thursday,1
13980206,Friday,1
13980207,Saturday,0
13980208,Sunday,0
13980209,Monday,0
13980210,Tuesday,0
13980211,Wednesday,0
13980212,Thursday,1
13980213,Friday,1
13980214,Saturday,0
13980215,Sunday,0
13980216,Monday,0
13980217,Tuesday,0
13980218,Wednesday,0
13980219,Thursday,1
13980220,Friday,1
13980221,Saturday,0
13980222,Sunday,0
13980223,Monday,0
13980224,Tuesday,0
13980225,Wednesday,0
13980226,Thursday,1
13980227,Friday,1
13980228,Saturday,0
13980229,Sunday,0
13980230,Monday,0
13980231,Tuesday,0
13980301,Wednesday,0
13980302,Thursday,1
13980303,Friday,1
13980304,Saturday,1
13980305,Sunday,0
13980306,Monday,0
13980307,Tuesday,0
13980308,Wednesday,0
13980309,Thursday,1
13980310,Friday,1
13980311,Saturday,0
13980312,Sunday,0
13980313,Monday,1
13980314,Tuesday,1
13980315,Wednesday,1
13980316,Thursday,1
13980317,Friday,1
13980318,Saturday,0
13980319,Sunday,0
13980320,Monday,0
13980321,Tuesday,0
13980322,Wednesday,0
13980323,Thursday,1
13980324,Friday,1
13980325,Saturday,0
13980326,Sunday,0
13980327,Monday,0
13980328,Tuesday,0
13980329,Wednesday,0
13980330,Thursday,1
13980331,Friday,1
13980401,Saturday,0
13980402,Sunday,0
13980403,Monday,0
13980404,Tuesday,0
13980405,Wednesday,0
13980406,Thursday,1
13980407,Friday,1
13980408,Saturday,0
13980409,Sunday,0
13980410,Monday,0
13980411,Tuesday,0
13980412,Wednesday,0
13980413,Thursday,1
13980414,Friday,1
13980415,Saturday,0
13980416,Sunday,0
13980417,Monday,0
13980418,Tuesday,0
13980419,Wednesday,0
13980420,Thursday,1
13980421,Friday,1
13980422,Saturday,0
13980423,Sunday,0
13980424,Monday,0
13980425,Tuesday,0
13980426,Wednesday,0
13980427,Thursday,1
13980428,Friday,1
13980429,Saturday,0
13980430,Sunday,0
13980431,Monday,0
13980501,Tuesday,0
13980502,Wednesday,0
13980503,Thursday,1
13980504,Friday,1
13980505,Saturday,0
13980506,Sunday,0
13980507,Monday,0
13980508,Tuesday,0
13980509,Wednesday,0
13980510,Thursday,1
13980511,Friday,1
13980512,Saturday,0
13980513,Sunday,0
13980514,Monday,0
13980515,Tuesday,0
13980516,Wednesday,0
13980517,Thursday,1
13980518,Friday,1
13980519,Saturday,1
13980520,Sunday,0
13980521,Monday,0
13980522,Tuesday,0
13980523,Wednesday,0
13980524,Thursday,1
13980525,Friday,1
13980526,Saturday,0
13980527,Sunday,1
13980528,Monday,0
13980529,Tuesday,0
13980530,Wednesday,0
13980531,Thursday,1
13980601,Friday,1
13980602,Saturday,0
13980603,Sunday,0
13980604,Monday,0
13980605,Tuesday,0
13980606,Wednesday,0
13980607,Thursday,1
13980608,Friday,1
13980609,Saturday,0
13980610,Sunday,0
13980611,Monday,0
13980612,Tuesday,0
13980613,Wednesday,0
13980614,Thursday,1
13980615,Friday,1
13980616,Saturday,0
13980617,Sunday,1
13980618,Monday,1
13980619,Tuesday,0
13980620,Wednesday,0
13980621,Thursday,1
