Code-mehvar,Name-Mehvar,Ostan,origin,destination,orgin_en,destination_en,filename
113201,آزادراه قم - گرمسار (چرمشهر),11 Tehran,قم,گرمسار,GhM,GRMSAR,Daily 113201 آزادراه قم - گرمسار (چرمشهر)
113202,شهريار-کرج (هفت جوي),11 Tehran,شهریار,کرج,ShHRIAR,KRJ,Daily 113202 شهريار-کرج (هفت جوي)
113203,آزادراه تهران - قم (مجتمع ياس),11 Tehran,تهران,قم,THRAN,GhM,Daily 113203 آزادراه تهران - قم (مجتمع ياس)
113204,آزادراه تهران - ساوه (عوارضي تهران),11 Tehran,تهران,ساوه,THRAN,SAVH,Daily 113204 آزادراه تهران - ساوه (عوارضي تهران)
113206,آزادراه تهران - پرديس (عوارضي پرديس),11 Tehran,تهران,پردیس,THRAN,PRDIS,Daily 113206 آزادراه تهران - پرديس (عوارضي پرديس)
113207,آزادراه تهران - پرديس (بومهن),11 Tehran,تهران,پردیس,THRAN,PRDIS,Daily 113207 آزادراه تهران - پرديس (بومهن)
113208,آزادراه ساوه - تهران (رباط کريم-تهران),11 Tehran,ساوه,تهران,SAVH,THRAN,Daily 113208 آزادراه ساوه - تهران (رباط کريم-تهران)
113209,تهران - پاکدشت,11 Tehran,تهران,پاکدشت,THRAN,PAKDShT,Daily 113209 تهران - پاکدشت
113210,آزادراه تهران - قم (عوارضي تهران),11 Tehran,تهران,قم,THRAN,GhM,Daily 113210 آزادراه تهران - قم (عوارضي تهران)
113212,امام زاده داوود - تهران,11 Tehran,امامزادهداوود,تهران,AMAMZADHDAVVD,THRAN,Daily 113212 امام زاده داوود - تهران
113213,تهران - لواسانات (طلائيه),11 Tehran,تهران,لواسانات,THRAN,LVASANAT,Daily 113213 تهران - لواسانات (طلائيه)
113214,تهران - لواسانات (سوهانک),11 Tehran,تهران,لواسانات,THRAN,LVASANAT,Daily 113214 تهران - لواسانات (سوهانک)
113228,آزادراه تهران - ساوه (پرند),11 Tehran,تهران,ساوه,THRAN,SAVH,Daily 113228 آزادراه تهران - ساوه (پرند)
113229,جاده قديم تهران - قم (حسن آباد) (متناظر توزين),11 Tehran,تهران,قم,THRAN,GhM,Daily 113229 جاده قديم تهران - قم (حسن آباد) (متناظر توزين)
113249,آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران),11 Tehran,تهران,شمال,THRAN,ShMAL,Daily 113249 آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران)
113251,آزادراه گرمسار - قم (چرمشهر),11 Tehran,گرمسار,قم,GRMSAR,GhM,Daily 113251 آزادراه گرمسار - قم (چرمشهر)
113252,کرج-شهريار (هفت جوي),11 Tehran,کرج,شهریار,KRJ,ShHRIAR,Daily 113252 کرج-شهريار (هفت جوي)
113253,آزادراه قم - تهران (مجتمع ياس),11 Tehran,قم,تهران,GhM,THRAN,Daily 113253 آزادراه قم - تهران (مجتمع ياس)
113254,آزادراه ساوه - تهران (عوارضي تهران),11 Tehran,ساوه,تهران,SAVH,THRAN,Daily 113254 آزادراه ساوه - تهران (عوارضي تهران)
113256,آزادراه پرديس - تهران (عوارضي پرديس),11 Tehran,پردیس,تهران,PRDIS,THRAN,Daily 113256 آزادراه پرديس - تهران (عوارضي پرديس)
113257,آزادراه پرديس - تهران (بومهن),11 Tehran,پردیس,تهران,PRDIS,THRAN,Daily 113257 آزادراه پرديس - تهران (بومهن)
113258,آزادراه تهران - ساوه (تهران-رباط کريم),11 Tehran,تهران,ساوه,THRAN,SAVH,Daily 113258 آزادراه تهران - ساوه (تهران-رباط کريم)
113259,پاکدشت - تهران,11 Tehran,پاکدشت,تهران,PAKDShT,THRAN,Daily 113259 پاکدشت - تهران
113260,آزادراه قم - تهران (عوارضي تهران),11 Tehran,قم,تهران,GhM,THRAN,Daily 113260 آزادراه قم - تهران (عوارضي تهران)
113262,تهران - امام زاده داوود,11 Tehran,تهران,امامزادهداوود,THRAN,AMAMZADHDAVVD,Daily 113262 تهران - امام زاده داوود
113263,لواسانات - تهران (طلائيه),11 Tehran,لواسانات,تهران,LVASANAT,THRAN,Daily 113263 لواسانات - تهران (طلائيه)
113264,لواسانات - تهران (سوهانک),11 Tehran,لواسانات,تهران,LVASANAT,THRAN,Daily 113264 لواسانات - تهران (سوهانک)
113278,آزادراه ساوه - تهران (پرند),11 Tehran,ساوه,تهران,SAVH,THRAN,Daily 113278 آزادراه ساوه - تهران (پرند)
113299,آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران),11 Tehran,شمال,تهران,ShMAL,THRAN,Daily 113299 آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران)
113341,آزادراه تهران- شمال (قطعه اول - بعد از تونل 12),11 Tehran,تهران,شمال,THRAN,ShMAL,Daily 113341 آزادراه تهران- شمال (قطعه اول - بعد از تونل 12)
113353,شهريار - آدران,11 Tehran,شهریار,آدران,ShHRIAR,ADRAN,Daily 113353 شهريار - آدران
113391,آزادراه شمال - تهران (قطعه اول - بعد از تونل 12),11 Tehran,شمال,تهران,ShMAL,THRAN,Daily 113391 آزادراه شمال - تهران (قطعه اول - بعد از تونل 12)
113401,آبسرد - ايوانکي (آبسرد - دوآب),11 Tehran,آبسرد,ایوانکی,ABSRD,AIVANKI,Daily 113401 آبسرد - ايوانکي (آبسرد - دوآب)
113403,رودهن - دماوند,11 Tehran,رودهن,دماوند,RVDHN,DMAVND,Daily 113403 رودهن - دماوند
113404,دماوند - فيروزکوه (امين‌آباد - سه‌راه ارجمند),11 Tehran,دماوند,فیروزکوه,DMAVND,FIRVZKVH,Daily 113404 دماوند - فيروزکوه (امين‌آباد - سه‌راه ارجمند)
113408,آبعلي - پلور (آبعلي - سه‌راهي مشاء),11 Tehran,آبعلی,پلور,ABALI,PLVR,Daily 113408 آبعلي - پلور (آبعلي - سه‌راهي مشاء)
113413,آبعلي - پلور (سه‌راهي مشاء - امامزاده هاشم),11 Tehran,آبعلی,پلور,ABALI,PLVR,Daily 113413 آبعلي - پلور (سه‌راهي مشاء - امامزاده هاشم)
113415,فيروزکوه - سمنان (فيروزکوه),11 Tehran,فیروزکوه,سمنان,FIRVZKVH,SMNAN,Daily 113415 فيروزکوه - سمنان (فيروزکوه)
113416,فيروزکوه - دماوند (آبسرد - گيلاوند),11 Tehran,فیروزکوه,دماوند,FIRVZKVH,DMAVND,Daily 113416 فيروزکوه - دماوند (آبسرد - گيلاوند)
113417,دماوند - فيروزکوه (آبسرد - سربندان),11 Tehran,دماوند,فیروزکوه,DMAVND,FIRVZKVH,Daily 113417 دماوند - فيروزکوه (آبسرد - سربندان)
113418,دماوند - فيروزکوه (سربندان - امين‌آباد),11 Tehran,دماوند,فیروزکوه,DMAVND,FIRVZKVH,Daily 113418 دماوند - فيروزکوه (سربندان - امين‌آباد)
113419,دماوند - فيروزکوه (دماوند - آبسرد),11 Tehran,دماوند,فیروزکوه,DMAVND,FIRVZKVH,Daily 113419 دماوند - فيروزکوه (دماوند - آبسرد)
113424,رودهن - آبعلي,11 Tehran,رودهن,آبعلی,RVDHN,ABALI,Daily 113424 رودهن - آبعلي
113428,جاده مخصوص تهران - کرج (وردآورد),11 Tehran,تهران,کرج,THRAN,KRJ,Daily 113428 جاده مخصوص تهران - کرج (وردآورد)
113451,ايوانکي - آبسرد (دوآب - آبسرد),11 Tehran,ایوانکی,آبسرد,AIVANKI,ABSRD,Daily 113451 ايوانکي - آبسرد (دوآب - آبسرد)
113453,دماوند - رودهن,11 Tehran,دماوند,رودهن,DMAVND,RVDHN,Daily 113453 دماوند - رودهن
113454,فيروزکوه - دماوند (سه‌راه ارجمند - امين‌آباد),11 Tehran,فیروزکوه,دماوند,FIRVZKVH,DMAVND,Daily 113454 فيروزکوه - دماوند (سه‌راه ارجمند - امين‌آباد)
113458,پلور - آبعلي (سه‌راهي مشاء - آبعلي),11 Tehran,پلور,آبعلی,PLVR,ABALI,Daily 113458 پلور - آبعلي (سه‌راهي مشاء - آبعلي)
113463,پلور - آبعلي (امامزاده هاشم - سه‌راهي مشاء),11 Tehran,پلور,آبعلی,PLVR,ABALI,Daily 113463 پلور - آبعلي (امامزاده هاشم - سه‌راهي مشاء)
113465,سمنان - فيروزکوه (فيروزکوه),11 Tehran,سمنان,فیروزکوه,SMNAN,FIRVZKVH,Daily 113465 سمنان - فيروزکوه (فيروزکوه)
113466,دماوند - فيروزکوه (گيلاوند - آبسرد),11 Tehran,دماوند,فیروزکوه,DMAVND,FIRVZKVH,Daily 113466 دماوند - فيروزکوه (گيلاوند - آبسرد)
113467,فيروزکوه - دماوند (سربندان - آبسرد),11 Tehran,فیروزکوه,دماوند,FIRVZKVH,DMAVND,Daily 113467 فيروزکوه - دماوند (سربندان - آبسرد)
113468,فيروزکوه - دماوند (امين‌آباد - سربندان),11 Tehran,فیروزکوه,دماوند,FIRVZKVH,DMAVND,Daily 113468 فيروزکوه - دماوند (امين‌آباد - سربندان)
113469,فيروزکوه - دماوند (آبسرد - دماوند),11 Tehran,فیروزکوه,دماوند,FIRVZKVH,DMAVND,Daily 113469 فيروزکوه - دماوند (آبسرد - دماوند)
113474,آبعلي - رودهن,11 Tehran,آبعلی,رودهن,ABALI,RVDHN,Daily 113474 آبعلي - رودهن
113478,جاده مخصوص کرج - تهران (وردآورد),11 Tehran,کرج,تهران,KRJ,THRAN,Daily 113478 جاده مخصوص کرج - تهران (وردآورد)
113501,فيروزکوه - گدوک,11 Tehran,فیروزکوه,گدوک,FIRVZKVH,GDVK,Daily 113501 فيروزکوه - گدوک
113502,دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه),11 Tehran,دماوند,فیروزکوه,DMAVND,FIRVZKVH,Daily 113502 دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه)
113551,گدوک - فيروزکوه,11 Tehran,گدوک,فیروزکوه,GDVK,FIRVZKVH,Daily 113551 گدوک - فيروزکوه
113552,فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند),11 Tehran,فیروزکوه,دماوند,FIRVZKVH,DMAVND,Daily 113552 فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند)
113601,رباط‌کريم - حسن‌آباد (وهن آباد - جاده قديم قم),11 Tehran,رباطکریم,حسنآباد,RBATKRIM,HSNABAD,Daily 113601 رباط‌کريم - حسن‌آباد (وهن آباد - جاده قديم قم)
113604,آزادراه تهران - قم (بين فرودگاه و حسن آباد),11 Tehran,تهران,قم,THRAN,GhM,Daily 113604 آزادراه تهران - قم (بين فرودگاه و حسن آباد)
113612,عوارضي آزادراه قم - تهران (بهشت زهرا)(مجموع گيت ها),11 Tehran,قم,تهران,GhM,THRAN,Daily 113612 عوارضي آزادراه قم - تهران (بهشت زهرا)(مجموع گيت ها)
113651,حسن‌آباد - رباط‌کريم (جاده قديم قم - وهن آباد),11 Tehran,حسنآباد,رباطکریم,HSNABAD,RBATKRIM,Daily 113651 حسن‌آباد - رباط‌کريم (جاده قديم قم - وهن آباد)
113654,آزادراه قم - تهران (بين فرودگاه و حسن آباد),11 Tehran,قم,تهران,GhM,THRAN,Daily 113654 آزادراه قم - تهران (بين فرودگاه و حسن آباد)
113801,لواسانات - فشم,11 Tehran,لواسانات,فشم,LVASANAT,FShM,Daily 113801 لواسانات - فشم
113802,فشم - ميگون,11 Tehran,فشم,میگون,FShM,MIGVN,Daily 113802 فشم - ميگون
113805,تهران - لواسانات (تلو),11 Tehran,تهران,لواسانات,THRAN,LVASANAT,Daily 113805 تهران - لواسانات (تلو)
113810,عوارضي آزادراه تهران- پرديس (فاز8 ) (مجموع گيت ها),11 Tehran,تهران,پردیس,THRAN,PRDIS,Daily 113810 عوارضي آزادراه تهران- پرديس (فاز8 ) (مجموع گيت ها)
113813,تهران - جاجرود (متناظر توزين),11 Tehran,تهران,جاجرود,THRAN,JAJRVD,Daily 113813 تهران - جاجرود (متناظر توزين)
113815,جاجرود - لتيان,11 Tehran,جاجرود,لتیان,JAJRVD,LTIAN,Daily 113815 جاجرود - لتيان
113851,فشم - لواسانات,11 Tehran,فشم,لواسانات,FShM,LVASANAT,Daily 113851 فشم - لواسانات
113852,ميگون - فشم,11 Tehran,میگون,فشم,MIGVN,FShM,Daily 113852 ميگون - فشم
113855,لواسانات - تهران (تلو),11 Tehran,لواسانات,تهران,LVASANAT,THRAN,Daily 113855 لواسانات - تهران (تلو)
113860,عوارضي آزادراه پرديس- تهران (فاز11) (مجموع گيت ها),11 Tehran,پردیس,تهران,PRDIS,THRAN,Daily 113860 عوارضي آزادراه پرديس- تهران (فاز11) (مجموع گيت ها)
113863,جاجرود - تهران,11 Tehran,جاجرود,تهران,JAJRVD,THRAN,Daily 113863 جاجرود - تهران
113865,لتيان - جاجرود,11 Tehran,لتیان,جاجرود,LTIAN,JAJRVD,Daily 113865 لتيان - جاجرود
113903,تهران - شهريار (باغستان),11 Tehran,تهران,شهریار,THRAN,ShHRIAR,Daily 113903 تهران - شهريار (باغستان)
113904,تهران - شهريار (شهر قدس),11 Tehran,تهران,شهریار,THRAN,ShHRIAR,Daily 113904 تهران - شهريار (شهر قدس)
113909,ملارد - صفادشت,11 Tehran,ملارد,صفادشت,MLARD,SFADShT,Daily 113909 ملارد - صفادشت
113913,شهريار(بلوار وليعصر) - ملارد,11 Tehran,شهریار,ملارد,ShHRIAR,MLARD,Daily 113913 شهريار(بلوار وليعصر) - ملارد
113953,شهريار - تهران (باغستان),11 Tehran,شهریار,تهران,ShHRIAR,THRAN,Daily 113953 شهريار - تهران (باغستان)
113954,شهريار - تهران (شهر قدس),11 Tehran,شهریار,تهران,ShHRIAR,THRAN,Daily 113954 شهريار - تهران (شهر قدس)
113959,صفادشت - ملارد,11 Tehran,صفادشت,ملارد,SFADShT,MLARD,Daily 113959 صفادشت - ملارد
113963,ملارد - شهريار(بلوار وليعصر),11 Tehran,ملارد,شهریار,MLARD,ShHRIAR,Daily 113963 ملارد - شهريار(بلوار وليعصر)
114101,تهران - حسن آباد (جاده قديم قم),11 Tehran,تهران,حسنآباد,THRAN,HSNABAD,Daily 114101 تهران - حسن آباد (جاده قديم قم)
114102,جاده قديم تهران - ساوه (رباط‌کريم - پرند),11 Tehran,تهران,ساوه,THRAN,SAVH,Daily 114102 جاده قديم تهران - ساوه (رباط‌کريم - پرند)
114103,رباط کريم - شهريار,11 Tehran,رباطکریم,شهریار,RBATKRIM,ShHRIAR,Daily 114103 رباط کريم - شهريار
114110,عوارضي آزادراه ساوه - تهران (تهران)(مجموع گيت ها),11 Tehran,ساوه,تهران,SAVH,THRAN,Daily 114110 عوارضي آزادراه ساوه - تهران (تهران)(مجموع گيت ها)
114151,حسن آباد - تهران (جاده قديم قم),11 Tehran,حسنآباد,تهران,HSNABAD,THRAN,Daily 114151 حسن آباد - تهران (جاده قديم قم)
114152,جاده قديم ساوه - تهران (پرند - رباط‌کريم),11 Tehran,ساوه,تهران,SAVH,THRAN,Daily 114152 جاده قديم ساوه - تهران (پرند - رباط‌کريم)
114153,شهريار - رباط کريم,11 Tehran,شهریار,رباطکریم,ShHRIAR,RBATKRIM,Daily 114153 شهريار - رباط کريم
114160,عوارضي آزادراه تهران - ساوه (تهران)(مجموع گيت ها),11 Tehran,تهران,ساوه,THRAN,SAVH,Daily 114160 عوارضي آزادراه تهران - ساوه (تهران)(مجموع گيت ها)
114206,تهران - وردآورد (همت),11 Tehran,تهران,وردآورد,THRAN,VRDAVRD,Daily 114206 تهران - وردآورد (همت)
114256,وردآورد - تهران (همت),11 Tehran,وردآورد,تهران,VRDAVRD,THRAN,Daily 114256 وردآورد - تهران (همت)
114302,ري - قرچک,11 Tehran,ری,قرچک,RI,GhRChK,Daily 114302 ري - قرچک
114304,ورامين - چرمشهر,11 Tehran,ورامین,چرمشهر,VRAMIN,ChRMShHR,Daily 114304 ورامين - چرمشهر
114307,آزادراه چرمشهر - آبيک (چرمشهر),11 Tehran,چرمشهر,آبیک,ChRMShHR,ABIK,Daily 114307 آزادراه چرمشهر - آبيک (چرمشهر)
114308,آزادراه چرمشهر - آبيک (تقاطع آزادراه تهران - ساوه),11 Tehran,چرمشهر,آبیک,ChRMShHR,ABIK,Daily 114308 آزادراه چرمشهر - آبيک (تقاطع آزادراه تهران - ساوه)
114309,آزادراه چرمشهر - آبيک (تقاطع اخترآباد),11 Tehran,چرمشهر,آبیک,ChRMShHR,ABIK,Daily 114309 آزادراه چرمشهر - آبيک (تقاطع اخترآباد)
114352,قرچک - ري,11 Tehran,قرچک,ری,GhRChK,RI,Daily 114352 قرچک - ري
114354,چرمشهر - ورامين,11 Tehran,چرمشهر,ورامین,ChRMShHR,VRAMIN,Daily 114354 چرمشهر - ورامين
114357,آزادراه آبيک -چرمشهر (چرمشهر),11 Tehran,آبیک,چرمشهر,ABIK,ChRMShHR,Daily 114357 آزادراه آبيک -چرمشهر (چرمشهر)
114358,آزادراه آبيک - چرمشهر (تقاطع آزادراه تهران - ساوه),11 Tehran,آبیک,چرمشهر,ABIK,ChRMShHR,Daily 114358 آزادراه آبيک - چرمشهر (تقاطع آزادراه تهران - ساوه)
114359,آزادراه آبيک - چرمشهر(تقاطع اخترآباد),11 Tehran,آبیک,چرمشهر,ABIK,ChRMShHR,Daily 114359 آزادراه آبيک - چرمشهر(تقاطع اخترآباد)
114401,پاکدشت - شريف آباد,11 Tehran,پاکدشت,شریفآباد,PAKDShT,ShRIFABAD,Daily 114401 پاکدشت - شريف آباد
114413,شريف آباد - گرمسار,11 Tehran,شریفآباد,گرمسار,ShRIFABAD,GRMSAR,Daily 114413 شريف آباد - گرمسار
114418,پيشوا - شريف‌آباد,11 Tehran,پیشوا,شریفآباد,PIShVA,ShRIFABAD,Daily 114418 پيشوا - شريف‌آباد
114451,شريف آباد - پاکدشت,11 Tehran,شریفآباد,پاکدشت,ShRIFABAD,PAKDShT,Daily 114451 شريف آباد - پاکدشت
114463,گرمسار - شريف آباد,11 Tehran,گرمسار,شریفآباد,GRMSAR,ShRIFABAD,Daily 114463 گرمسار - شريف آباد
114468,شريف‌آباد - پيشوا,11 Tehran,شریفآباد,پیشوا,ShRIFABAD,PIShVA,Daily 114468 شريف‌آباد - پيشوا
114501,آزادراه تهران - کرج (عوارضي قديم),11 Tehran,تهران,کرج,THRAN,KRJ,Daily 114501 آزادراه تهران - کرج (عوارضي قديم)
114551,آزادراه کرج - تهران (عوارضي قديم),11 Tehran,کرج,تهران,KRJ,THRAN,Daily 114551 آزادراه کرج - تهران (عوارضي قديم)
141414,کهک - بيدهند,14 Qom,کهک,بیدهند,KHK,BIDHND,Daily 141414 کهک - بيدهند
141415,قم-تاج خاتون,14 Qom,قم,تاجخاتون,GhM,TAJKhATVN,Daily 141415 قم-تاج خاتون
141417,کهک - کمربندي وليعصر,14 Qom,کهک,ولیعصر,KHK,VLIASR,Daily 141417 کهک - کمربندي وليعصر
141464,بيدهند-کهک,14 Qom,بیدهند,کهک,BIDHND,KHK,Daily 141464 بيدهند-کهک
141465,تاج خاتون-قم,14 Qom,تاجخاتون,قم,TAJKhATVN,GhM,Daily 141465 تاج خاتون-قم
141467,کمربندي وليعصر - کهک,14 Qom,ولیعصر,کهک,VLIASR,KHK,Daily 141467 کمربندي وليعصر - کهک
143102,جاده قديم قم - تهران (قم - شکوهيه),14 Qom,قم,تهران,GhM,THRAN,Daily 143102 جاده قديم قم - تهران (قم - شکوهيه)
143104,سلفچگان - دليجان (سلفچگان),14 Qom,سلفچگان,دلیجان,SLFChGAN,DLIJAN,Daily 143104 سلفچگان - دليجان (سلفچگان)
143105,قم - سلفچگان (قم),14 Qom,قم,سلفچگان,GhM,SLFChGAN,Daily 143105 قم - سلفچگان (قم)
143107,آزادراه قم - تهران (نعلبندان),14 Qom,قم,تهران,GhM,THRAN,Daily 143107 آزادراه قم - تهران (نعلبندان)
143108,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),14 Qom,قم,کاشان,GhM,KAShAN,Daily 143108 آزادراه قم - کاشان (تقاطع جاده قديم - مشکات)
143110,سلفچگان - راهجرد (سلفچگان),14 Qom,سلفچگان,راهجرد,SLFChGAN,RAHJRD,Daily 143110 سلفچگان - راهجرد (سلفچگان)
143111,قم - قنوات,14 Qom,قم,قنوات,GhM,GhNVAT,Daily 143111 قم - قنوات
143112,سه راه لنگرود - کهک,14 Qom,لنگرود,کهک,LNGRVD,KHK,Daily 143112 سه راه لنگرود - کهک
143113,پرديسان - ورجان,14 Qom,پردیسان,ورجان,PRDISAN,VRJAN,Daily 143113 پرديسان - ورجان
143114,قم - نيزار,14 Qom,قم,نیزار,GhM,NIZAR,Daily 143114 قم - نيزار
143115,آزادراه قم - گرمسار (قم),14 Qom,قم,گرمسار,GhM,GRMSAR,Daily 143115 آزادراه قم - گرمسار (قم)
143117,آزادراه تهران - قم (رستوران مهتاب),14 Qom,تهران,قم,THRAN,GhM,Daily 143117 آزادراه تهران - قم (رستوران مهتاب)
143120,جمکران - قم (بلوار پيامبر اعظم),14 Qom,جمکران,قم,JMKRAN,GhM,Daily 143120 جمکران - قم (بلوار پيامبر اعظم)
143122,فوجرد - تفرش (مرز استان),14 Qom,فوجرد,تفرش,FVJRD,TFRSh,Daily 143122 فوجرد - تفرش (مرز استان)
143129,آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه),14 Qom,سلفچگان,ساوه,SLFChGAN,SAVH,Daily 143129 آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه)
143130,سلفچگان - دليجان (مجتمع دلفين),14 Qom,سلفچگان,دلیجان,SLFChGAN,DLIJAN,Daily 143130 سلفچگان - دليجان (مجتمع دلفين)
143131,جاده قديم قم - تهران (شکوهيه - علي‌آباد),14 Qom,قم,تهران,GhM,THRAN,Daily 143131 جاده قديم قم - تهران (شکوهيه - علي‌آباد)
143132,جاده قديم سلفچگان - ساوه (سه‌راه تفرش - آوه),14 Qom,سلفچگان,ساوه,SLFChGAN,SAVH,Daily 143132 جاده قديم سلفچگان - ساوه (سه‌راه تفرش - آوه)
143133,آزادراه قم - تهران (علي‌آباد),14 Qom,قم,تهران,GhM,THRAN,Daily 143133 آزادراه قم - تهران (علي‌آباد)
143134,قم - جعفريه,14 Qom,قم,جعفریه,GhM,JAFRIH,Daily 143134 قم - جعفريه
143135,جاده قديم قم - کاشان (تقاطع آزادراه - سن سن),14 Qom,قم,کاشان,GhM,KAShAN,Daily 143135 جاده قديم قم - کاشان (تقاطع آزادراه - سن سن)
143136,جاده قديم سلفچگان - ساوه (سلفچگان),14 Qom,سلفچگان,ساوه,SLFChGAN,SAVH,Daily 143136 جاده قديم سلفچگان - ساوه (سلفچگان)
143137,آزادراه قم - گرمسار (عوارضي قم - چرمشهر),14 Qom,قم,گرمسار,GhM,GRMSAR,Daily 143137 آزادراه قم - گرمسار (عوارضي قم - چرمشهر)
143152,جاده قديم تهران - قم (شکوهيه - قم),14 Qom,تهران,قم,THRAN,GhM,Daily 143152 جاده قديم تهران - قم (شکوهيه - قم)
143154,دليجان - سلفچگان (سلفچگان),14 Qom,دلیجان,سلفچگان,DLIJAN,SLFChGAN,Daily 143154 دليجان - سلفچگان (سلفچگان)
143155,سلفچگان - قم (قم),14 Qom,سلفچگان,قم,SLFChGAN,GhM,Daily 143155 سلفچگان - قم (قم)
143158,آزادراه کاشان - قم (مشکات - تقاطع جاده قديم),14 Qom,کاشان,قم,KAShAN,GhM,Daily 143158 آزادراه کاشان - قم (مشکات - تقاطع جاده قديم)
143161,قنوات - قم,14 Qom,قنوات,قم,GhNVAT,GhM,Daily 143161 قنوات - قم
143162,کهک - سه راه لنگرود,14 Qom,کهک,لنگرود,KHK,LNGRVD,Daily 143162 کهک - سه راه لنگرود
143163,ورجان - پرديسان,14 Qom,ورجان,پردیسان,VRJAN,PRDISAN,Daily 143163 ورجان - پرديسان
143164,نيزار - قم,14 Qom,نیزار,قم,NIZAR,GhM,Daily 143164 نيزار - قم
143165,آزادراه گرمسار - قم (قم),14 Qom,گرمسار,قم,GRMSAR,GhM,Daily 143165 آزادراه گرمسار - قم (قم)
143167,آزادراه قم - تهران (رستوران مهتاب),14 Qom,قم,تهران,GhM,THRAN,Daily 143167 آزادراه قم - تهران (رستوران مهتاب)
143170,قم - جمکران (بلوار پيامبر اعظم),14 Qom,قم,جمکران,GhM,JMKRAN,Daily 143170 قم - جمکران (بلوار پيامبر اعظم)
143172,تفرش - فوجرد (مرز استان),14 Qom,تفرش,فوجرد,TFRSh,FVJRD,Daily 143172 تفرش - فوجرد (مرز استان)
143175,راهجرد - سلفچگان,14 Qom,راهجرد,سلفچگان,RAHJRD,SLFChGAN,Daily 143175 راهجرد - سلفچگان
143179,آزادراه ساوه - سلفچگان (آوه - سه‌راه تفرش),14 Qom,ساوه,سلفچگان,SAVH,SLFChGAN,Daily 143179 آزادراه ساوه - سلفچگان (آوه - سه‌راه تفرش)
143180,دليجان - سلفچگان (مجتمع دلفين),14 Qom,دلیجان,سلفچگان,DLIJAN,SLFChGAN,Daily 143180 دليجان - سلفچگان (مجتمع دلفين)
143181,جاده قديم تهران - قم (علي‌آباد - شکوهيه),14 Qom,تهران,قم,THRAN,GhM,Daily 143181 جاده قديم تهران - قم (علي‌آباد - شکوهيه)
143182,جاده قديم ساوه - سلفچگان (آوه - سه‌راه تفرش),14 Qom,ساوه,سلفچگان,SAVH,SLFChGAN,Daily 143182 جاده قديم ساوه - سلفچگان (آوه - سه‌راه تفرش)
143183,آزادراه تهران - قم (علي‌آباد),14 Qom,تهران,قم,THRAN,GhM,Daily 143183 آزادراه تهران - قم (علي‌آباد)
143184,جعفريه - قم,14 Qom,جعفریه,قم,JAFRIH,GhM,Daily 143184 جعفريه - قم
143185,جاده قديم کاشان - قم (سن سن - تقاطع آزادراه),14 Qom,کاشان,قم,KAShAN,GhM,Daily 143185 جاده قديم کاشان - قم (سن سن - تقاطع آزادراه)
143186,جاده قديم ساوه - سلفچگان (سلفچگان),14 Qom,ساوه,سلفچگان,SAVH,SLFChGAN,Daily 143186 جاده قديم ساوه - سلفچگان (سلفچگان)
143187,آزادراه گرمسار - قم (چرمشهر - عوارضي قم),14 Qom,گرمسار,قم,GRMSAR,GhM,Daily 143187 آزادراه گرمسار - قم (چرمشهر - عوارضي قم)
143201,قم - جمکران (بلوار انتظار),14 Qom,قم,جمکران,GhM,JMKRAN,Daily 143201 قم - جمکران (بلوار انتظار)
143202,عوارضي قم - کاشان,14 Qom,قم,کاشان,GhM,KAShAN,Daily 143202 عوارضي قم - کاشان
143203,سلفچگان - دستجرد,14 Qom,سلفچگان,دستجرد,SLFChGAN,DSTJRD,Daily 143203 سلفچگان - دستجرد
143212,قم رود - کوه سفيد,14 Qom,قمرود,کوهسفید,GhMRVD,KVHSFID,Daily 143212 قم رود - کوه سفيد
143220,آزادراه تهران - قم (مجموع گيت هاي عوارضي قم),14 Qom,تهران,قم,THRAN,GhM,Daily 143220 آزادراه تهران - قم (مجموع گيت هاي عوارضي قم)
143223,جاده قديم کاشان - قم (متناظر توزين),14 Qom,کاشان,قم,KAShAN,GhM,Daily 143223 جاده قديم کاشان - قم (متناظر توزين)
143225,قم - نيزار (کارخانه سيمان),14 Qom,قم,نیزار,GhM,NIZAR,Daily 143225 قم - نيزار (کارخانه سيمان)
143251,جمکران - قم (بلوار انتظار),14 Qom,جمکران,قم,JMKRAN,GhM,Daily 143251 جمکران - قم (بلوار انتظار)
143252,کاشان - عوارضي قم,14 Qom,کاشان,قم,KAShAN,GhM,Daily 143252 کاشان - عوارضي قم
143253,دستجرد - سلفچگان,14 Qom,دستجرد,سلفچگان,DSTJRD,SLFChGAN,Daily 143253 دستجرد - سلفچگان
143262,کوه سفيد - قم رود,14 Qom,کوهسفید,قمرود,KVHSFID,GhMRVD,Daily 143262 کوه سفيد - قم رود
